0, 0.0
1, 0.0
2, 0.0
3, 2.0
4, 2.0
5, 2.0
6, 2.0
7, 2.0
8, 2.0
9, 2.0
10, 2.0
11, 2.0
12, 2.0
13, 6.5
14, 6.5
15, 6.5
16, 6.5
17, 6.5
18, 0.6
19, 0.6
20, 0.6
21, 0.6
22, 0.6
23, 2.0
24, 2.0
25, 2.0
26, 2.0
27, 2.0
28, -3.0
29, -3.0
30, -3.0
31, -3.2
32, 5.0
33, 3.5
34, 3.5
35, 3.5
36, 3.5
37, 2.0
38, 2.0
39, 2.0
40, 2.0
41, 2.0
42, 2.0
43, 2.0
44, 2.0
45, 2.0
46, 2.0
47, 2.0
48, 2.0
49, 2.0
50, 2.0
51, 2.0
52, 27.0
53, 2.0
54, 2.0
55, 2.0
56, 2.0
57, -3.0
58, -3.0
59, -3.0
60, 2.0
61, 2.0
62, 2.0
63, 2.0
64, 2.0
65, 2.0
66, 2.0
67, 2.0
68, 2.0
69, 2.0
70, 5.0
71, 5.0
72, 5.0
73, 5.0
74, 5.0
75, 2.0
76, 2.0
77, 2.0
78, 2.0
79, 2.0
80, 2.0
81, 2.0
82, 2.0
83, 2.0
84, 2.0
85, 2.0
86, 2.0
87, 2.0
88, 2.0
89, 2.0
90, 2.0
91, 2.0
92, 2.0
93, 2.0
94, 2.0
95, 2.0
96, 2.0
97, 2.0
98, 2.0
99, 2.0
100, 2.0
101, 2.0
102, 2.0
103, 2.0
104, 2.0
105, 2.0
106, 2.0
107, 2.0
108, 2.0
109, 2.0
110, -3.0
111, -3.0
112, -2.5663076473903037
113, -3.0
114, -4.0
115, 2.0
116, 2.0
117, 2.0
118, 2.0
119, 2.0
120, 2.0
121, 2.0
122, 2.0
123, 2.0
124, 2.0
125, 2.0
126, 2.0
127, 2.0
128, 2.0
129, 2.0
130, -8.0
131, -3.0
132, -3.0
133, -3.0
134, -3.0
135, 0.0
136, -6.2
137, 2.0
138, 2.0
139, 2.0
140, 2.0
141, 2.0
142, 2.0
143, 2.0
144, 2.0
145, 2.0
146, 2.0
147, 2.0
148, 2.0
149, 2.0
150, 2.0
151, 2.0
152, 4.0
153, 4.0
154, 4.0
155, 4.0
156, 4.0
157, 2.0
158, 2.0
159, 2.0
160, 2.0
161, 2.0
162, 2.0
163, 2.0
164, 2.0
165, 2.0
166, 2.0
167, 2.0
168, 2.0
169, 2.0
170, 2.0
171, 2.0
172, 2.0
173, 2.0
174, 2.0
175, 2.0
176, 2.0
177, 2.0
178, 2.0
179, 2.0
180, 2.0
181, 2.0
182, 2.0
183, 2.0
184, 2.0
185, 2.0
186, 2.0
187, 2.0
188, 2.0
189, 2.0
190, 2.0
191, 2.0
192, 2.0
193, 2.0
194, 2.0
195, 2.0
196, 2.0
197, -4.5
198, -4.7
199, -2.0
200, -5.2
201, -3.0
